Feature_1,Feature_2,Close
-3476.5030283362607,-4.51003001639359,824.5133333333334
-3415.542134011037,-4.4092315285164565,823.2883333333333
-3451.951866688994,-4.297646525316218,823.2099999999999
-3441.7056716764023,-4.049240542778245,832.9566666666666
-3515.715400801718,-3.8443393615674233,845.3383333333334
-3507.992602089026,-3.658951901076088,837.3966666666668
-3528.267441955267,-3.5489310294710292,855.9266666666666
-3597.9897166688215,-3.64131957015644,875.4916666666667
-3422.0306022910017,-4.482337704669564,781.3866666666668
-3238.7694098703446,-4.442027562686801,773.7366666666668
-3234.9402487571683,-4.424250667205751,770.495
-3221.528675738966,-4.327246310782379,765.2683333333333
-3196.006192060084,-4.411599557557474,759.3116666666666
-3172.9282485467293,-4.527251749625656,765.705
-3205.0171289207206,-4.593697089914252,750.1066666666667
-3116.059987595406,-4.605828494929332,739.5033333333333
-3084.263802637818,-4.639868643787862,735.58
-3054.682547336853,-4.544776784684481,722.635
-2989.3938428134543,-4.467499846458212,711.5566666666667
-2958.837554603961,-4.500435697490043,708.3449999999999
-2960.604859733119,-4.493808292390181,699.1766666666666
-2853.4927169773264,-4.893370315401076,656.8183333333333
-2711.5108554618973,-4.977458456821587,680.3966666666666
-2853.2849078702757,-5.108867256777846,656.2783333333333
-2725.7782494678418,-5.144389884521294,667.9449999999999
-2795.9769080049255,-5.175574467197213,664.7133333333334
-2770.619094488996,-5.171795585301507,662.8216666666667
-2768.973784438307,-5.050982843996864,656.5633333333333
-2712.9599528958843,-4.609776612837958,651.2666666666667
-2706.3573751508875,-4.677498432523859,640.27
-2662.9048619542928,-4.724252581574146,628.8083333333333
-2622.495731684839,-4.722031828094691,628.565
-2665.34801054098,-4.745958020235119,673.0383333333334
-2845.0843337552133,-4.6658882338503735,681.24
-2832.1598133316606,-4.64291295751475,662.7
-2764.3718332082867,-4.588081048303614,660.355
-2760.869693122947,-4.531591665249308,667.635
-2836.323417226496,-4.664413982926448,695.1633333333334
-2897.025477887135,-4.669247118346912,684.3033333333333
-2874.222603124854,-4.623085472668181,704.5949999999999
-2950.8767959093116,-4.588897201893791,708.4583333333334
-2977.6540198439357,-4.153702352243474,721.9566666666667
-3005.449415631185,-4.093075676433025,716.9533333333333
-3003.024821429056,-3.9629616020073293,734.8083333333333
-3080.0821082180382,-3.877905595934171,735.85
-3062.43178604754,-3.8556226921389762,721.7633333333332
-3011.981950574475,-3.7415795702711283,725.9333333333333
-3049.7503280616984,-3.6390435267587127,734.5916666666667
-3082.2891522612235,-3.209607224505196,752.285
-3282.101079639925,-3.2103359112144196,800.4155172413792
-3230.0711143895114,-3.107986656083218,769.025
-3190.878687887455,-3.1557306757629937,758.3833333333333
-3163.934938351422,-3.089851604441023,760.2466666666667
-3191.2952338207833,-3.0566278622557626,768.595
-3223.1169310571386,-3.015403532357626,771.4683333333334
-3214.2409773441614,-3.0454264433417437,771.69
-3239.0672077425024,-3.1633517592350238,766.7316666666667
-3193.8223409975963,-3.1108671765086005,754.7066666666667
-3133.297938569101,-3.153480989872585,736.4416666666667
-3023.3585714662686,-3.3671328152549074,699.5583333333333
-2887.0469298717926,-3.605389140352403,683.2866666666666
-2999.7036665689534,-3.7314318157144077,724.096551724138
-2911.937172896859,-3.70769446498774,685.4483333333334
-2804.796270845001,-3.8407045756832114,646.7266666666667
-2762.4189842335477,-4.096061725955451,680.3483333333334
-2823.77879782677,-4.085948937438669,661.6333333333333
-2767.5557655984553,-4.106514836981119,672.4366666666666
-2800.6076185310117,-4.096188022301362,665.4833333333333
-2789.25233518146,-4.110649037475794,664.6566666666666
-2762.33595336265,-4.063980511205333,666.3366666666666
-2785.251082151507,-4.095194988362664,679.1333333333333
-2835.6160313152186,-4.046840892753999,672.95
-2797.8068341819676,-4.058822898623523,673.8316666666667
-2797.7618397994142,-4.097059738268602,665.0183333333333
-2771.223039706362,-4.120141713086526,658.3133333333334
-2691.92531098199,-4.136052616185663,626.7199999999999
-2604.530448836467,-4.101192467552455,631.4116666666666
-2607.7115980689523,-4.16048753884639,615.63
-2613.134116956054,-4.211838680075859,623.3666666666667
-2585.9714256822363,-4.117299923925987,618.6133333333333
-2546.982633550704,-4.019059384933086,598.6483333333333
-2511.5201022044375,-4.011755865221677,625.6933333333333
-2662.166861308495,-4.030861905822565,646.175
-2680.6679020109814,-3.948071742293119,627.1216666666667
-2613.844749884629,-3.755763470681646,638.1416666666667
-2705.645350643471,-3.9048170148976196,656.7833333333333
-2926.491795402329,-3.9707156113932367,702.032142857143
-2753.6242059530123,-3.9010073153663187,663.5216666666668
-2849.7226579770313,-3.9512497269615836,671.8862068965517
-2714.279169637965,-3.923347579800383,656.9283333333333
-2779.2877029545366,-4.0584689484265555,667.1483333333333
-2792.3374654738564,-4.0982280900251205,675.2283333333332
-2836.2584768805427,-4.1319028884526805,686.8266666666666
-2870.7960721565883,-4.07695530301479,684.2466666666667
-2853.687538015186,-3.9819701145585835,689.1583333333333
-2900.251621502173,-3.9134256680289785,704.5033333333333
-2935.8806784498483,-3.919139584464633,700.705
-2912.6802759984107,-3.868188055099716,687.2283333333334
-2832.04245684933,-3.858920897727306,661.9
-2780.3100495436875,-3.860540223861838,682.5733333333334
-2884.1380662326983,-3.834146008330795,685.9416666666667
-2863.880853031788,-3.772959659899554,681.5483333333334
-2831.422276545476,-3.721895657517524,682.9633333333334
-2855.018351247615,-3.6089775896560887,684.5483333333334
-2855.4548431443445,-3.5934505912617345,687.765
-2877.421379022669,-3.490365312181075,677.985
-2816.950784309393,-3.4681606120420354,675.5699999999999
-2832.5601241785007,-3.433287193641689,680.5566666666667
-2863.904046012485,-3.462775609073156,697.9366666666667
-2913.001730710879,-3.571739122180255,697.5483333333334
-2830.5650639788923,-3.9564879605074683,671.5616666666666
-2798.19322924039,-3.9357481628526623,661.8166666666667
-2764.999435265964,-3.8893916177149186,674.535
-2820.745155951522,-3.9262266990331636,671.1933333333333
-2815.325884081718,-3.9855318110874327,680.7
-2896.243410578011,-3.9993618695513407,686.11
-2862.1835907043364,-4.003579763130301,686.9766666666667
-2877.976155120956,-3.9492975820933824,695.6566666666666
-2916.955206200595,-3.823720965095648,703.8766666666667
-2949.080267624475,-3.85843151124672,706.6066666666667
-2973.782183646276,-3.8157427409957907,718.2716666666666
-3000.360875666128,-3.8156877179333337,711.2116666666666
-2943.8706603001765,-3.9856820221626674,686.8133333333334
-2842.1216624008994,-3.9523448694548224,683.3416666666667
-2835.324263618043,-3.995561131342094,666.5366666666667
-2750.080318502416,-4.419330453834406,651.3666666666667
-2689.008097869844,-4.455271104226035,632.4666666666667
-2626.74561346787,-4.544504308725732,604.2816666666666
-2505.995534202266,-4.537646097419257,582.5333333333333
-2443.5693073565667,-4.408445724824211,585.0566666666667
-2463.733748634687,-4.108762443946991,596.55
-2502.153385019899,-4.102617078359889,609.4016666666666
-2542.3983089860135,-4.030477496583366,602.425
-2517.789628746617,-3.999280419439419,610.2099999999999
-2542.8148549193425,-4.066952580929428,614.2916666666666
-2611.8353100369877,-4.182266452042958,640.3
-2686.8636748745425,-4.207582799957481,657.3216666666667
-2725.4521561592337,-4.146458267008023,638.9433333333333
-2668.6785225691574,-4.092226880310006,639.2516666666667
-2678.243771668467,-4.08914830589117,629.8816666666667
-2622.2781815258954,-4.086041903602539,618.51
-2597.523849367718,-4.094275544976671,627.2333333333333
-2631.7274657217176,-4.055576971431704,639.5833333333334
-2672.1203609046834,-4.070085582061793,637.1
-2693.6684954112225,-4.0235777919498545,642.9866666666668
-2701.8087677764715,-3.6971101014724943,655.285
-2766.8618316159827,-3.786230666828054,680.3183333333333
-2852.9713387712436,-3.6889950261028694,682.9616666666666
-2839.065291404568,-3.543878379776776,675.1416666666667
-2831.7502252925406,-3.542836945322877,681.5566666666667
-2839.961932038338,-3.5809830561473035,677.9533333333333
-2800.7736802728064,-3.738436545697723,663.9133333333334
-2789.624350591849,-3.8009708898187937,681.5883333333334
-2853.778454499521,-3.798627950141966,678.9466666666667
-2819.880057771501,-3.7013991692013732,672.42
-2818.4119420933425,-3.5993973955788117,682.5316666666666
-2844.150120492713,-3.642071373570446,676.2733333333333
-2829.1818346100868,-3.674652972705227,679.45
-2834.6345043720958,-3.722129379273991,669.5633333333333
-2797.3944629851644,-3.6731267234213445,677.2033333333333
-2829.840051402285,-3.6620598601345713,675.955
-2822.9382842062887,-3.6806440661379014,678.745
-2841.6531641908077,-3.6333386425861742,676.6416666666667
-2818.0798186097522,-3.620116738386578,673.9333333333333
-2825.6268145287563,-3.6219305423316652,682.605
-2840.0611979957234,-3.754412561961759,664.3883333333334
-2770.8649400843906,-3.6132055681287727,664.6033333333332
-2771.120990591293,-3.5870834397411793,659.8333333333334
-2732.0384988177425,-3.591997110006579,645.6933333333333
-2668.503647494697,-3.6183843888641274,633.2866666666666
-2631.9510460556426,-3.683813828301909,616.35
-2569.234443091609,-3.6391211239971506,617.8033333333333
-2574.475129010042,-3.637426162279378,609.2483333333333
-2570.8180598136423,-4.059471817807516,641.4566666666667
-2679.2832810633345,-4.273887377778622,625.3266666666666
-2589.516704711673,-4.57443638429387,583.9733333333334
-2410.8815842209624,-4.621387224142236,566.9766666666667
-2404.79945696282,-4.796365515117715,585.0166666666667
-2451.0175011777983,-4.772590963102253,585.6916666666667
-2395.118242960022,-4.878731187187893,563.3816666666667
-2313.6631031711577,-5.0174685138803286,526.455
-2133.3738592970935,-5.36805361870379,494.2683333333333
-2038.0335458241811,-6.600661140839534,509.8
-2127.4777397441458,-6.77150291052376,525.12
-2181.710350368992,-6.75719105043487,514.9
-2129.485324153331,-6.748481613828348,503.9633333333333
-2097.406184831233,-6.729903277050131,499.3283333333333
-2069.1928515318123,-6.800645496353103,507.03333333333336
-2109.8552491504843,-6.793978303286919,498.44
-2065.8618756440214,-6.829872335174935,485.6933333333333
-2021.6143070691126,-6.792376601805382,487.7133333333333
-2049.3475456680917,-6.820968383926962,504.0066666666667
-2145.5756864421087,-6.859652430260786,516.1716666666666
-2129.611030108712,-6.608334944872532,501.42
-2063.154327077382,-6.509195498551011,477.9566666666667
-1956.2346860613789,-6.379855353698117,468.0
-1953.6264034521253,-6.367866618478831,474.7433333333334
-1944.9434153385523,-6.263003670394982,465.32
-1958.2844816954344,-6.335535427347009,465.53333333333336
-1928.53438149499,-6.274164433846249,460.25166666666667
-1910.5885807504037,-6.172298135962632,450.65333333333336
-1860.1744624676132,-5.879329255713253,414.67
-1677.3024482630622,-4.726756902340118,395.68666666666667
-1659.2128510381508,-4.6864435940549525,410.2
-1723.2361465346878,-4.755709389359978,421.0683333333333
-1792.3377770847746,-5.111991722863959,452.35833333333335
-1935.8763514646269,-5.297671329682715,469.5833333333333
-1974.374380124597,-5.2928784263238935,478.265
-1993.567499371101,-5.2891974437223,475.465
-1978.7852211936693,-5.269379192693501,485.7133333333333
-2034.6677804653439,-5.3725016333084845,486.155
-2035.1052000813008,-5.462599103362456,476.9866666666667
-1943.1821403843755,-5.651554514564376,448.9866666666667
-1889.323864467989,-5.793752642153455,473.4333333333333
-2020.0413591182,-5.662391716453657,486.04
-2024.1247152998221,-5.521569677122334,482.3466666666666
-2012.6121835411402,-5.51007055815631,488.6683333333333
-2058.602008826054,-5.484945735916709,499.89666666666665
-2088.2862409613167,-5.41225797339698,502.0066666666666
-2097.737380595595,-5.388738500484668,494.10833333333335
-2058.8385772291695,-5.323462643229176,492.75166666666667
-2049.142519718725,-5.1149693176049915,489.9216666666667
-2047.5361738756083,-4.863430379189068,490.0083333333333
-2035.063452716045,-4.787261187608434,490.9933333333334
-2067.2984488684315,-4.730307982948647,494.4183333333333
-2077.824351228237,-4.462808652731554,501.3716666666666
-2103.470221564431,-4.263822774530312,502.6266666666667
-2105.4393056256586,-4.271543384899196,503.6566666666667
-2114.8408122812434,-4.288024329584053,510.6383333333333
-2141.8133211133413,-4.253337585962026,520.8716666666667
-2172.4707307186764,-4.168899017062995,516.7916666666666
-2155.188249222042,-4.020417336124243,514.4633333333334
-2162.054763087377,-3.58929270586837,524.3316666666666
-2194.407115722094,-3.3185005271615315,525.935
-2187.5076678241676,-3.3679837996162467,509.9216666666667
-2105.2338158166776,-3.3082465498394167,500.9983333333333
-2097.4177813215815,-3.275819633453656,499.7633333333333
-2081.1094050142465,-3.2919399510744047,489.6716666666667
-2042.0459314848688,-3.3005812371822016,489.88
-2064.971265185233,-3.317301758346554,492.2183333333333
-2049.3419793527246,-3.353331843123597,493.0683333333333
-2071.5307039861323,-3.2922983855000156,500.91
-2091.1654175851186,-3.310554845180956,500.0066666666667
-2085.74800115377,-3.312171723039396,501.4283333333333
-2101.534535395408,-3.2480261625141584,502.385
-2088.0172023852247,-3.200473824740409,497.0416666666667
-2046.8482700681168,-3.3089229729847154,475.89166666666665
-1969.125808592727,-3.2910490449218424,470.01666666666665
-1975.679217218645,-3.2506971358240953,478.9633333333333
-1995.6302830743468,-3.231199212216569,475.6433333333334
-2050.3450677703167,-3.235798117249905,490.8603448275862
-1982.880637725254,-3.277337820689714,472.87666666666667
-1954.1139199063891,-3.3637096115134164,458.95166666666665
-1935.3368827336003,-3.5637748071528312,481.2266666666666
-2005.1152844604435,-3.5688326350085533,473.3983333333333
-1979.0394162621155,-3.577414943460019,474.715
-1992.3823380574531,-3.6449506306798236,482.5683333333333
-1850.3001563582434,-4.86411002860211,438.469696969697
-1745.9828669978208,-4.898397663305278,406.65
-1746.9079568610682,-4.946155809151393,421.2227272727273
-1764.3279938177677,-4.930429313073592,420.47878787878784
-1744.2074505267499,-4.894229501587213,423.919696969697
-1760.8250103513117,-4.91109743509556,418.9606060606061
-1761.270737271264,-4.9641966200649,422.9363636363637
-1719.100019500514,-4.87275804068542,417.6029411764706
-1811.8141458791797,-5.030025061093923,440.6
-1852.531321101354,-5.014471300833868,436.1954545454546
-1823.6117826242191,-4.966068438211181,433.8318181818182
-1804.8157693763146,-4.926872501228235,434.0878787878788
-1815.7784588162394,-4.886316715692662,436.1318181818182
-1815.6958074668441,-4.894512417293857,436.67575757575753
-1828.2453184770443,-4.793387641388606,437.17121212121214
-1864.5682277046471,-4.666714379194065,445.6734375
-1801.8129109118104,-4.566149210900695,435.1166666666667
-1808.30525874491,-4.6259557644977995,431.93030303030304
-1749.8080716613485,-4.618760269399302,417.9470588235295
-1795.3066472902924,-4.57671108255409,426.969696969697
-1788.375319586171,-3.598717516425056,430.29848484848486
-1857.1354572155788,-3.534454740744213,453.278125
-1843.8078085251439,-3.611588309974027,442.01666666666665
-1851.8300497031696,-3.636540886912675,445.51969696969695
-1929.4518958113874,-3.6278984946115163,465.009375
-1882.968945587787,-3.591604109597293,448.96818181818185
-1818.5119562354005,-3.6131683405485098,434.7544117647059
-1859.8708452657534,-3.5430893486332877,441.9409090909091
-1838.5109534243666,-3.4409683631277463,440.6454545454546
-1834.2746500773083,-3.3628530265068104,435.4757575757576
-1772.6205510462237,-3.4089127700792483,420.6823529411764
-1816.5265378663769,-3.4034874623013716,441.1151515151515
-1834.4466998250284,-3.455930813070739,436.4818181818182
-1826.2604210198865,-3.3635957382045776,434.04848484848486
-1746.8124935603041,-3.4419638984141026,419.8441176470588
-1811.3886601060183,-3.2938482379395086,435.0257575757576
-1820.6797681734827,-3.125741821345834,440.36515151515147
-1841.3611599068245,-2.9966418756509525,444.380303030303
-1806.788313780651,-3.117323291715702,437.99264705882354
-1826.0154312082718,-3.111822657011566,437.7838235294117
-1821.724047632722,-3.08030954239756,433.6970588235295
-1812.3619963301828,-2.941790275061121,432.1852941176471
-1790.6009775466987,-2.8316341912161738,422.2088235294118
-1811.2693216780651,-2.6915355920327473,428.8242424242424
-1792.9135533728568,-2.670261568498209,430.3636363636364
-1796.2014746546622,-2.7401590079714935,432.7363636363636
-1859.6324714999355,-2.803848727148426,444.40625
-1796.149185025453,-2.8932166082405484,434.0106060606061
-1817.3387138813519,-2.8770743047540117,435.24696969696976
-1816.0622565618667,-2.8971395322021025,434.5636363636364
-1698.0937275947895,-3.379147119441746,405.3191176470588
-1743.6360598204724,-3.171945107891198,413.8969696969697
-1690.6594966920977,-3.698173798254744,386.8909090909091
-1524.3841686294804,-4.413952038952643,352.55294117647054
-1520.3918132703047,-4.771889131838086,371.45454545454544
-1551.2426945037132,-4.954321017823796,371.3909090909091
-1520.7810336554667,-5.0021753831733475,360.71363636363634
-1434.0567860045512,-5.179267928903301,334.33529411764704
-1439.9484356375824,-5.302819612620992,353.47727272727275
-1459.1751933879623,-5.477920403932126,347.8058823529412
-1487.3645870663436,-5.532502575961788,361.5393939393939
-1460.9445449565937,-5.691357794632766,345.1470588235294
-1453.8090198010254,-5.772606819545795,348.2279411764706
-1455.226793068141,-5.810034349905842,346.84558823529414
-1444.9454811541866,-5.823564818489401,338.1794117647059
-1429.218184513836,-5.837545528481444,347.7676470588235
-1448.6855539356243,-5.8141893088438446,349.06617647058823
-1473.8085006938672,-5.745823815073015,353.22121212121215
-1443.3021902571113,-5.811062811692259,348.5573529411765
-1508.8893599159624,-5.820430005182933,365.0439393939394
-1500.8177809426345,-5.752428451915347,365.3220588235295
-1543.4176928829252,-5.760881341940602,371.6485294117647
-1479.8053497184903,-5.7602394447749035,342.93676470588235
-1478.4188435659946,-5.0892881771094896,359.4136363636364
-1476.5916211695906,-4.810684388410686,357.4779411764706
-1520.3104269925843,-4.643030192794696,359.1090909090909
-1505.4175815508086,-4.518188526564131,364.08484848484846
-1490.1672913476934,-4.415269043431298,354.2852941176471
-1530.2256370860935,-4.286097854145691,367.4863636363636
-1497.521785526907,-4.257817801452954,360.33529411764704
-1504.9622301640002,-4.207258492786387,361.5352941176471
-1557.1273862425355,-4.036350071412373,369.2318181818182
-1526.7441598381024,-4.01246607364844,363.9075757575757
-1475.3064571803461,-4.018131603507006,355.8014705882353
-1540.3390417419278,-3.9079593579911385,372.3772727272727
-1559.3387315294135,-3.9064011890288177,369.16363636363633
-1533.3318097373412,-3.84627535668561,364.719696969697
-1541.5965229862966,-3.8567870462908096,373.5954545454545
-1523.0797681091872,-3.946037697764628,358.1573529411765
-1543.1660552436879,-3.854357680904751,371.3378787878788
-1518.373775896343,-3.885758844169108,364.36764705882354
-1529.6623453190648,-3.8182935426637172,366.5455882352941
-1568.4695971847852,-3.399053369475013,373.2060606060606
-1571.551733474219,-3.3464246634257164,377.9742424242424
-1552.9823416933232,-3.5610679211495424,384.08529411764704
-1620.2475793176325,-3.7215930320462203,396.9911764705882
-1654.2106981047277,-3.834632982076169,390.90441176470586
-1631.4420125245815,-3.7444745306499847,392.1102941176471
-1647.6637289416863,-3.7007733233633537,393.9441176470588
-1650.625745435368,-3.5771979620422076,394.714705882353
-1677.375574366909,-3.6559979434164256,411.4529411764706
-1737.6325753708898,-3.702818921715877,410.2455882352941
-1711.0587402340543,-3.6973683659096364,408.5147058823529
-1700.4704623991022,-3.686323031059403,408.9514705882353
-1704.8068676430653,-3.694300094202581,411.4367647058824
-1728.1018974557494,-3.6454563334820613,420.1058823529412
-1783.9447285157812,-3.7328272155166444,436.7191176470588
-1856.9043886185477,-3.6689608029108047,444.15147058823527
-1858.992984745017,-3.669155824390021,445.575
-1860.3563227221423,-3.65978882211636,442.3602941176471
-1835.694680629176,-3.733552096429329,433.67794117647054
-1824.615257320627,-3.7438641527871455,439.3617647058824
-1829.0560309777288,-3.8180380290990796,433.6911764705882
-1845.2533637584424,-3.869073418195915,439.8666666666667
-1795.2017827706143,-3.739386063610534,426.5602941176471
-1772.0631009336917,-3.5220187493987654,415.1220588235294
-1726.2109873824024,-3.4732551699300447,419.2147058823529
-1733.9518493341789,-3.450733051327626,414.2926470588235
-1725.261848754677,-3.4551784408333632,417.7779411764706
-1755.7120495418733,-3.4633496067034675,412.4176470588235
-1705.8980291702387,-3.421353790661093,400.5558823529412
-1724.6844427566143,-3.4237762392107602,420.76666666666665
-1726.5658399870758,-3.5979020457615354,417.7485294117647
-1749.983656168159,-3.597002081459442,414.90441176470586
-1739.8676965636491,-3.549207409618786,417.4941176470588
-1762.1145400780988,-3.597919465046024,428.9367647058824
-1864.9872168076472,-3.527619117583708,451.7469696969697
-1857.2514647532225,-3.6185154273954234,449.0573529411764
-1880.0045973933718,-3.607834306438398,454.6941176470588
-1894.04235360455,-3.5925585521552508,442.7838235294117
-1828.8370619540838,-3.5600282003111436,433.38235294117646
-1791.0131304566248,-3.583948855975646,423.4941176470588
-1798.4265620926703,-3.696732748178301,432.9941176470588
-1801.0255402237854,-3.7234417622363836,426.1352941176471
-1786.9493109505083,-3.7528022135484833,429.3720588235294
-1787.832144939298,-3.7273339293634087,438.3132352941177
-1827.4610360522245,-3.7246534338877586,428.0426470588236
-1783.7126622795072,-3.757519824747305,425.8617647058823
-1783.9295848636789,-3.702469206036321,428.53970588235296
-1785.7460045401967,-3.730007803341167,424.9308823529412
-1782.6223193281226,-3.6492637905733383,422.8661764705882
-1764.8792798065529,-3.686760336842948,419.7823529411765
-1760.179017624234,-3.4836114703893433,415.6382352941177
-1736.8884899783911,-3.484972714464085,414.95735294117645
-1725.281085285726,-3.505019307196286,410.6705882352941
-1733.6002710326625,-3.520931013557843,419.7632352941176
-1765.3855689322518,-3.5926754359494546,421.2602941176471
-1754.3822731721107,-3.606651171376478,416.3161764705882
-1739.4408092895146,-3.7080313903636197,418.2
-1767.015353328803,-3.9858231046985346,432.6058823529412
-1803.3003623423265,-4.085566437486733,423.3117647058824
-1772.554655695183,-4.104685305896388,426.3
-1797.7459163238443,-4.09334868860388,429.0632352941177
-1798.9373533852104,-4.0865661763894625,430.5323529411765
-1805.7753262413585,-4.107316551992298,432.66323529411767
-1822.9826079088134,-4.163395857716925,439.05294117647054
-1839.4482599111375,-4.195120406983371,439.0470588235294
-1834.2183791931232,-4.323253427453008,439.7602941176471
-1789.8900561676073,-4.414704550038023,424.72857142857146
-1761.559101323221,-4.506590984625966,420.4628571428572
-1765.4996550094047,-4.511515110928058,422.52
-1767.913050315139,-4.5055272619487665,428.19714285714286
-1792.9348306735903,-4.555286407933135,429.9257142857143
-1808.938384948899,-4.672354117962134,439.5271428571429
-1833.5840414260938,-4.736348527120893,437.0885714285714
-1813.1437362089907,-5.008375548860583,417.3442857142857
-1745.8334652223284,-5.07595171810009,426.17
-1798.8478479696175,-5.113029659332141,430.87142857142857
-1814.8032933763934,-5.09001668367218,436.7157142857143
-1823.7829528459183,-4.839523283825297,438.6085714285714
-1841.6647409637794,-4.731984215959628,447.63428571428574
-1874.1386248173512,-4.679708692195202,449.9357142857143
-1874.2125772929471,-4.604459685934154,445.8057142857143
-1855.7133257632568,-4.654497417264494,441.3314285714286
-1839.018753194477,-4.588790640301313,439.68428571428575
-1835.6467588636806,-4.468374596900437,440.5057142857143
-1840.0143284573371,-4.432216204093323,440.5614285714286
