Feature_1,Feature_2,Close
22666755430040.492,1994495423680.1755,711.5566666666667
22163858648677.883,1950244410149.7715,708.3449999999999
28820673506797.734,2535991553997.582,699.1766666666666
25665111547472.754,2258327038025.314,656.8183333333333
32070276241301.254,2821930969534.7866,680.3966666666666
21135695698880.242,1859774244781.8816,656.2783333333333
28113073251094.312,2473728361810.4214,667.9449999999999
32123157433205.15,2826584109149.3833,664.7133333333334
16083980763091.621,1415263210459.708,662.8216666666667
16536893630352.309,1455115966105.4448,656.5633333333333
13799449027182.018,1214242479836.1023,651.2666666666667
16505413902902.176,1452345988231.6372,640.27
25541910434790.055,2247486355170.656,628.8083333333333
18762715176388.34,1650970669885.5847,628.565
29413177170461.27,2588127336541.4185,673.0383333333334
22364722583290.688,1967918962919.0085,681.24
27382648286443.58,2409456756149.8604,662.7
24021927907039.797,2113739952880.181,660.355
21668419803271.48,1906649747268.5625,667.635
22925240798690.492,2017240129127.5132,695.1633333333334
22990147110056.82,2022951327031.295,684.3033333333333
36820882661866.5,3239946910737.753,704.5949999999999
30085592332854.344,2647294528841.6274,708.4583333333334
32177944481974.05,2831404986736.3105,721.9566666666667
36415254656697.625,3204254780031.326,716.9533333333333
30967553344555.27,2724900180693.2705,734.8083333333333
31282206736874.312,2752587196004.4536,735.85
21326702353805.523,1876581351087.114,721.7633333333332
25219161494021.695,2219087040991.2334,725.9333333333333
31828486299447.793,2800655470427.4688,734.5916666666667
41230776236233.66,3627982883303.2715,752.285
39208449019382.41,3450033918364.5703,800.4155172413792
22504860142656.887,1980249956935.946,769.025
29923566007122.77,2633037450287.277,758.3833333333333
33523285024834.164,2949784327204.3677,760.2466666666667
30317794747837.586,2667726564919.9717,768.595
35627010946419.88,3134895671124.018,771.4683333333334
35958800075799.84,3164090519254.1387,771.69
32048487768166.973,2820013951613.1416,766.7316666666667
36869987256112.97,3244267850325.8184,754.7066666666667
36280134228222.07,3192365380142.5063,736.4416666666667
29441326835713.65,2590604307420.9194,699.5583333333333
33490834487260.03,2946928954983.143,683.2866666666666
24375139896450.0,2144819761308.307,724.096551724138
19228057454525.113,1691917155602.0437,685.4483333333334
31009666342045.973,2728605738632.0293,646.7266666666667
23941345924203.668,2106649355212.7349,680.3483333333334
21597177102103.938,1900380995852.0366,661.6333333333333
26161251983889.434,2301983557887.0024,672.4366666666666
28961947372386.316,2548422587051.808,665.4833333333333
23923780417835.92,2105103679985.6096,664.6566666666666
23603797806416.598,2076947781495.7925,666.3366666666666
20397194962990.312,1794792082898.9495,679.1333333333333
21568763454206.008,1897880860977.6597,672.95
29426700969335.145,2589317354689.4463,673.8316666666667
17439138214309.73,1534506425190.7126,665.0183333333333
25958669542395.48,2284157944752.7363,658.3133333333334
26031457880900.934,2290562747837.8135,626.7199999999999
34434216549529.27,3029939116691.574,631.4116666666666
29557354752128.246,2600813764757.2393,615.63
29029471418747.58,2554364193914.713,623.3666666666667
29810465794062.723,2623085513231.763,618.6133333333333
21298945483875.03,1874138961113.9768,598.6483333333333
29519855340917.785,2597514070397.1494,625.6933333333333
35395638190547.51,3114536606837.171,646.175
24591416329425.395,2163850358906.9797,627.1216666666667
21359629713531.668,1879478686401.6958,638.1416666666667
26506196893543.664,2332335926607.884,656.7833333333333
5938976272997.8125,522582919536.2319,702.032142857143
14624426382455.736,1286833959473.3691,663.5216666666668
13527279715928.594,1190293699048.3225,671.8862068965517
16234296708571.594,1428489825273.3252,656.9283333333333
21462231036362.12,1888506731750.0205,667.1483333333333
24554795078717.965,2160627930464.8591,675.2283333333332
28879479288569.332,2541165984654.8594,686.8266666666666
23865551393176.582,2099979941254.68,684.2466666666667
19579763250648.207,1722864483291.163,689.1583333333333
31259366922890.754,2750577397374.291,704.5033333333333
24009096366947.895,2112610821166.0964,700.705
21767394562675.715,1915358718221.8533,687.2283333333334
20487134797192.684,1802706011240.028,661.9
22339521160586.31,1965701330101.8293,682.5733333333334
22433225229282.62,1973946551076.189,685.9416666666667
18915614929776.73,1664424588306.882,681.5483333333334
20113498134020.957,1769828943079.6726,682.9633333333334
17141985251584.402,1508359190440.5503,684.5483333333334
21207850924458.184,1866123301855.0945,687.765
25009797271399.52,2200664604169.0967,677.985
18033064350714.305,1586767141138.5156,675.5699999999999
19162226390578.832,1686124481073.4688,680.5566666666667
20526615914304.492,1806179962503.2449,697.9366666666667
25478904977153.06,2241942237495.2334,697.5483333333334
23340643698450.023,2053792185855.447,671.5616666666666
23603458599498.19,2076917838968.2688,661.8166666666667
34886884888182.555,3069770290095.393,674.535
24841897055070.523,2185890622470.302,671.1933333333333
28217397863553.72,2482908110944.261,680.7
27430942778232.156,2413706232020.3574,686.11
29720296899856.82,2615151198827.4585,686.9766666666667
29722924062589.523,2615382413836.379,695.6566666666666
26915225018426.645,2368327162903.315,703.8766666666667
28279047304923.41,2488332759788.3174,706.6066666666667
30444846130404.254,2678905994558.3237,718.2716666666666
33270940389496.49,2927579825078.2144,711.2116666666666
39627101698485.42,3486871922782.352,686.8133333333334
25676459734967.875,2259325634391.08,683.3416666666667
27433070652656.004,2413893471281.198,666.5366666666667
28287529181947.715,2489079144455.6533,651.3666666666667
32173477079294.21,2831011807382.963,632.4666666666667
37013415991781.766,3256888243381.334,604.2816666666666
29983852219632.668,2638342169878.643,582.5333333333333
29576624844900.445,2602509411259.8057,585.0566666666667
25932302991846.008,2281837821095.9087,596.55
32067909212009.496,2821722735815.9062,609.4016666666666
24995536767998.78,2199409749900.395,602.425
28281723575192.734,2488568228054.6074,610.2099999999999
39159514764949.44,3445727836571.4644,614.2916666666666
37345309773959.5,3286092163344.462,640.3
38611430857576.0,3397500849593.9253,657.3216666666667
36702567843102.33,3229536083653.482,638.9433333333333
30862610360355.945,2715665856712.7925,639.2516666666667
34622894956058.793,3046541278717.1436,629.8816666666667
31020462183439.195,2729555655841.737,618.51
35900003791984.94,3158916783276.71,627.2333333333333
36610902522227.125,3221470214795.7983,639.5833333333334
27787604193668.355,2445089547596.91,637.1
27026772542198.57,2378142411141.348,642.9866666666668
27299541951108.582,2402144004734.767,655.285
42767236445543.87,3763178921865.2505,680.3183333333333
32128156206852.242,2827023897199.6206,682.9616666666666
34426106737370.734,3029225300272.7266,675.1416666666667
34538200314845.5,3039088699825.6885,681.5566666666667
33913676683193.598,2984135483178.1997,677.9533333333333
24917833080393.24,2192572359326.5203,663.9133333333334
30697517248921.035,2701138895956.0835,681.5883333333334
28466835512662.703,2504856531209.8564,678.9466666666667
36282393237387.17,3192563904754.0977,672.42
33547691989528.918,2951931706803.9727,682.5316666666666
28816042464890.383,2535583930705.1396,676.2733333333333
27031843566378.77,2378588504659.3413,679.45
35572080670120.305,3130061986148.645,669.5633333333333
34797882260016.766,3061938541735.4785,677.2033333333333
35830778877641.5,3152825292018.9873,675.955
28797494251348.883,2533951881629.401,678.745
32824423000032.94,2888289776680.249,676.6416666666667
26322224099371.426,2316147657962.8447,673.9333333333333
37300279600486.81,3282129742295.32,682.605
37529548795762.17,3302303625506.8833,664.3883333333334
26703260062973.438,2349675787772.262,664.6033333333332
26903094443856.71,2367259598356.262,659.8333333333334
38327383799390.07,3372506877468.327,645.6933333333333
38518503137699.875,3389323882536.512,633.2866666666666
37233831895249.82,3276282839801.9536,616.35
26406355950890.434,2323550543610.4014,617.8033333333333
33013213485327.324,2904901809655.0537,609.2483333333333
52421117539226.92,4612644072682.84,641.4566666666667
48217997244843.734,4242802692732.1836,625.3266666666666
42293489233038.25,3721492796183.146,583.9733333333334
36532188790333.05,3214543897007.611,566.9766666666667
32414411653714.71,2852211907600.3154,585.0166666666667
21618985805084.67,1902299815603.7227,585.6916666666667
16850002668466.26,1482666979523.7136,563.3816666666667
14786117925043.893,1301061392513.8442,526.455
17827087317836.934,1568642682290.3186,494.2683333333333
11646900690591.096,1024835140312.3585,509.8
12610951595123.934,1109664001666.8853,525.12
13710660670083.549,1206429706290.6748,514.9
8464823035469.387,744837482074.1353,503.9633333333333
7456871525617.923,656145711454.2524,499.3283333333333
10187425423679.064,896412889725.7771,507.03333333333336
9709749811441.11,854381191139.1661,498.44
11754303831877.104,1034285783414.5602,485.6933333333333
7110058520269.145,625628903542.139,487.7133333333333
12350304196699.982,1086729151548.13,504.0066666666667
10777529064847.96,948337360447.8223,516.1716666666666
11754334152455.443,1034288473010.9303,501.42
10061209287322.957,885306846729.7527,477.9566666666667
11553792342764.793,1016642367685.1129,468.0
8952984038783.578,787791801460.6298,474.7433333333334
6969426713693.292,613254400914.1707,465.32
10256311949561.77,902474349050.6941,465.53333333333336
8900023098282.299,783131623714.4519,460.25166666666667
9901728059434.12,871273783016.5287,450.65333333333336
10722481052387.555,943493581851.4941,414.67
15152784794577.34,1333325315769.0342,395.68666666666667
11222643332761.121,987503794210.3842,410.2
12159720461860.807,1069959205567.858,421.0683333333333
14092835604674.346,1240058077531.0745,452.35833333333335
21126273381613.992,1858945056232.2,469.5833333333333
15986241221436.4,1406662847774.827,478.265
10909072107981.312,959912051118.8428,475.465
10503114569976.062,924190993076.9542,485.7133333333333
12472881657472.94,1097514917263.5177,486.155
14363866552446.299,1263906668249.267,476.9866666666667
13715587904743.637,1206863266653.224,448.9866666666667
10510987169504.566,924883742350.9172,473.4333333333333
12635840013411.61,1111854037470.3936,486.04
13023993225070.3,1146008498219.581,482.3466666666666
12371250891298.828,1088572259856.9364,488.6683333333333
10568413595849.174,929936838485.1906,499.89666666666665
10278943903113.035,904465788328.4329,502.0066666666666
14349079973112.727,1262605584678.7244,494.10833333333335
12164127298078.844,1070347050161.539,492.75166666666667
11920077075011.338,1048872453479.934,489.9216666666667
9939943975365.68,874636431106.65,490.0083333333333
12403573586117.938,1091416405269.0146,490.9933333333334
13343023970493.82,1174080560404.5671,494.4183333333333
15720544669669.719,1383283617933.0442,501.3716666666666
13214369264004.777,1162760012472.8965,502.6266666666667
11129713932389.686,979326789193.7631,503.6566666666667
11069043822733.057,973988331661.1002,510.6383333333333
15074057885878.027,1326397942749.9573,520.8716666666667
18304559891049.902,1610656563046.7573,516.7916666666666
13410236200917.473,1179994757910.571,514.4633333333334
13332704371380.543,1173172571719.4875,524.3316666666666
12603509362646.328,1109009156332.7898,525.935
16225900684097.973,1427751016440.4458,509.9216666666667
13765723419433.695,1211274795649.216,500.9983333333333
12849312240724.566,1130637875250.1277,499.7633333333333
10870498634353.1,956517919738.3108,489.6716666666667
13859009281624.28,1219483274295.9226,489.88
10653619409773.719,937434269548.5005,492.2183333333333
13912623647652.436,1224200908638.0764,493.0683333333333
14441286550340.018,1270719091343.8433,500.91
12019566008402.572,1057626809698.4419,500.0066666666667
10393783603995.102,914570795265.5315,501.4283333333333
12043941817639.76,1059771666192.365,502.385
14071637412669.057,1238192850430.1953,497.0416666666667
16907564090958.768,1487732034087.6365,475.89166666666665
14638730566451.932,1288092561168.9607,470.01666666666665
13730660079490.412,1208189531921.4824,478.9633333333333
10817231126086.291,951830808529.7811,475.6433333333334
12667107003847.535,1114605258596.0002,490.8603448275862
9998317003518.98,879772842669.0238,472.87666666666667
13012615027031.756,1145007252236.1516,458.95166666666665
17592469835983.85,1547998311804.9326,481.2266666666666
17134254791307.018,1507679022796.051,473.3983333333333
11770575780902.85,1035717624164.1814,474.715
13216893367710.133,1162982164981.5962,482.5683333333333
3836635072479.2524,337593503764.24725,438.469696969697
10069579751850.432,886043401300.2971,406.65
9457863967354.021,832217247323.8048,421.2227272727273
8351084184145.073,734829313102.3213,420.47878787878784
10011771107699.213,880956728131.3922,423.919696969697
7014470244500.864,617217885389.3187,418.9606060606061
9211137449972.889,810507289539.8186,422.9363636363637
9755776917818.197,858431288545.4688,417.6029411764706
11855949120591.562,1043229828693.3644,440.6
13012778269229.8,1145021653450.6428,436.1954545454546
9190210625837.883,808665878212.0374,433.8318181818182
9994592810665.967,879445173495.262,434.0878787878788
10946486961351.531,963204348139.5966,436.1318181818182
11161041404647.482,982083449391.1478,436.67575757575753
12377919951354.38,1089159176943.522,437.17121212121214
421915229450.27246,37125150918.18046,445.6734375
7981290581819.031,702290475641.9141,435.1166666666667
9265440417124.877,815285493716.5801,431.93030303030304
10561534546458.938,929331558304.1855,417.9470588235295
8256363724140.891,726494723897.044,426.969696969697
6100944655983.641,536834835301.0204,430.29848484848486
12132274423159.67,1067544214191.6005,453.278125
13293213023643.592,1169697612668.2747,442.01666666666665
10309071164304.436,907116721958.645,445.51969696969695
10990892978514.605,967111685093.2474,465.009375
8331647572718.298,733119032620.4115,448.96818181818185
8222221201478.631,723490381104.8944,434.7544117647059
8665454535298.275,762491452763.7145,441.9409090909091
8901466334174.092,783258606681.546,440.6454545454546
8332323889795.225,733178541602.3296,435.4757575757576
6732775161268.726,592430951316.6871,420.6823529411764
12472882937402.426,1097514990008.6533,441.1151515151515
9887808931485.229,870048922333.4663,436.4818181818182
12113023116883.543,1065850110870.9249,434.04848484848486
7781274373825.716,684690573967.5127,419.8441176470588
8715430683734.901,766888894793.2848,435.0257575757576
8485685646536.948,746673186930.1573,440.36515151515147
10724472751545.535,943668740714.6584,444.380303030303
10156529860588.988,893694284999.7279,437.99264705882354
10013212817665.027,881083531284.448,437.7838235294117
11676225497686.098,1027415549667.5759,433.6970588235295
12988954096213.914,1142925233447.0999,432.1852941176471
12880620030124.338,1133392706375.9592,422.2088235294118
11607512091595.137,1021369286964.9839,428.8242424242424
14556383329464.135,1280846683264.5881,430.3636363636364
12607747715319.201,1109382169895.7861,432.7363636363636
15515036806281.172,1365200566348.2683,444.40625
15859467928039.934,1395507789623.4668,434.0106060606061
12341575080503.344,1085961061338.8518,435.24696969696976
12211006152679.826,1074472046027.4193,434.5636363636364
15838627359630.486,1393674016224.4607,405.3191176470588
14328646983019.033,1260807698282.3743,413.8969696969697
17594664552892.36,1548191387924.624,386.8909090909091
13569021689337.982,1193966584556.4375,352.55294117647054
20138586865453.18,1772036469267.137,371.45454545454544
12026774674259.717,1058261063030.5825,371.3909090909091
18587442948529.324,1635547935866.4343,360.71363636363634
14123350840819.502,1242743154665.4375,334.33529411764704
14043228261622.205,1235692995834.8145,353.47727272727275
16593642655025.037,1460109349191.6213,347.8058823529412
16982547845633.027,1494329855004.645,361.5393939393939
17334407653978.984,1525290634766.3665,345.1470588235294
16462513053942.492,1448570912746.1174,348.2279411764706
14890977129834.072,1310288139692.501,346.84558823529414
12957210840675.525,1140132040193.1626,338.1794117647059
18641750848037.25,1640326621978.7922,347.7676470588235
15648783186233.04,1376969130923.6091,349.06617647058823
14273318127238.824,1255939061316.3328,353.22121212121215
15621084612510.799,1374531774898.0845,348.5573529411765
18527732013281.062,1630293861993.2966,365.0439393939394
16056527298074.535,1412847425471.2073,365.3220588235295
18557480650173.55,1632911550166.823,371.6485294117647
11064816288138.7,973616318734.6206,342.93676470588235
13615762731598.441,1198079438766.6973,359.4136363636364
15886263376221.848,1397865564366.47,357.4779411764706
12664362138225.994,1114363721004.3525,359.1090909090909
14098587271028.938,1240564241187.1082,364.08484848484846
15021053406762.104,1321733909697.6443,354.2852941176471
11850404303709.37,1042741801819.084,367.4863636363636
12850415246326.467,1130734935618.8906,360.33529411764704
9792796711700.402,861688617209.2904,361.5352941176471
9771585212721.234,859822169339.063,369.2318181818182
12704106977462.422,1117860898605.3025,363.9075757575757
14963729880016.465,1316689922242.3972,355.8014705882353
15815850688101.014,1391669810460.2595,372.3772727272727
16323153669494.275,1436308472385.0276,369.16363636363633
12581982686712.324,1107114999626.6323,364.719696969697
12817477583809.074,1127836623570.3457,373.5954545454545
10352849968333.705,910968894763.2219,358.1573529411765
11077334202744.955,974717801419.2253,371.3378787878788
8338073749080.705,733684501769.5626,364.36764705882354
5976387127866.811,525874757064.289,366.5455882352941
7615981034410.533,670146067701.0764,373.2060606060606
2748147104644.715,241815158162.06897,377.9742424242424
14638078248825.246,1288035188265.6292,384.08529411764704
16551439080125.006,1456395766860.5286,396.9911764705882
20234381475558.344,1780465611379.3054,390.90441176470586
14841070408884.127,1305896860370.3115,392.1102941176471
16319468555552.172,1435984199300.848,393.9441176470588
13692684783630.613,1204847984834.6707,394.714705882353
15334845316480.064,1349345177510.3005,411.4529411764706
20627929225423.69,1815094734202.468,410.2455882352941
16106377884010.084,1417233923832.6948,408.5147058823529
17647966716026.17,1552881575306.5732,408.9514705882353
13101164379974.535,1152798910557.241,411.4367647058824
14619923856803.049,1286437715340.6948,420.1058823529412
18034531869127.023,1586896279419.5059,436.7191176470588
27224151185610.055,2395510273610.176,444.15147058823527
17861476587797.71,1571668753553.1328,445.575
14633002162970.725,1287588510372.854,442.3602941176471
18788913930384.094,1653275853841.4329,433.67794117647054
17523629658053.58,1541940867561.318,439.3617647058824
20421560475760.082,1796935921655.5444,433.6911764705882
11044221290035.357,971804108120.9465,439.8666666666667
12261193081502.902,1078888044782.084,426.5602941176471
13578996214364.504,1194844306558.0513,415.1220588235294
15430350773715.002,1357748892739.884,419.2147058823529
12878643226428.676,1133218763531.473,414.2926470588235
10514712287679.55,925211519956.2252,417.7779411764706
10597345764743.709,932482643259.9374,412.4176470588235
16553903195473.922,1456612701844.105,400.5558823529412
16377657254136.834,1441104413479.358,420.76666666666665
12031289160199.238,1058658335132.6497,417.7485294117647
13573930978286.846,1194398682226.0352,414.90441176470586
13810152985980.611,1215184317827.1528,417.4941176470588
13921355548685.865,1224969217807.9377,428.9367647058824
20807002326170.367,1830851632541.3926,451.7469696969697
14858916514598.967,1307467098078.021,449.0573529411764
16925615031263.605,1489320337673.8125,454.6941176470588
19679810014178.164,1731667683746.5828,442.7838235294117
18594645185634.207,1636181816069.445,433.38235294117646
18989603609543.465,1670935001822.765,423.4941176470588
14562204805160.502,1281358883197.7327,432.9941176470588
13480995383139.95,1186220972517.4172,426.1352941176471
14160007255393.086,1245968683704.473,429.3720588235294
19012895364410.992,1672984439040.7617,438.3132352941177
15701402377350.035,1381599230508.7637,428.0426470588236
12547679749909.295,1104096584959.873,425.8617647058823
13194892915558.574,1161046203368.227,428.53970588235296
11767106487744.621,1035412245682.0544,424.9308823529412
10332907986848.613,909214153277.5425,422.8661764705882
9777351106417.92,860329560957.5719,419.7823529411765
10792590987219.857,949662634068.5415,415.6382352941177
10205773493922.951,898027363177.7765,414.95735294117645
9946154585850.775,875182936282.8346,410.6705882352941
14892309007364.818,1310405453508.814,419.7632352941176
11711795687773.43,1030545399361.5634,421.2602941176471
9719094312761.412,855203382625.555,416.3161764705882
11679039396748.266,1027663069910.634,418.2
15415285286404.744,1356423076636.888,432.6058823529412
22638829912435.324,1992037925100.3867,423.3117647058824
16278815680416.977,1432406985080.0334,426.3
13220211136485.922,1163273948415.2424,429.0632352941177
12206900666668.275,1074110658218.1882,430.5323529411765
13021568871009.496,1145795051997.7212,432.66323529411767
10458776406529.143,920289513777.5856,439.05294117647054
12167332096452.016,1070628884177.3348,439.0470588235294
12896025449926.312,1134748081592.948,439.7602941176471
12857795301356.518,1131384144348.7112,424.72857142857146
10141433065345.273,892365759614.4579,420.4628571428572
9005942578455.232,792451622511.511,422.52
9749613947333.6,857888801263.2664,428.19714285714286
10679297088943.008,939693524638.7928,429.9257142857143
16182609825825.059,1423941523405.8716,439.5271428571429
17581541633401.705,1547036436033.212,437.0885714285714
24607793993246.34,2165291081501.443,417.3442857142857
14441930437403.36,1270775525847.3767,426.17
17688165053003.734,1556418497549.267,430.87142857142857
17884310402052.49,1573677803037.7524,436.7157142857143
16374020979057.107,1440784234526.149,438.6085714285714
15450083603320.041,1359485203690.9111,447.63428571428574
15025104679541.09,1322090461409.4404,449.9357142857143
16047911844185.16,1412089362540.3755,445.8057142857143
15369800680269.78,1352420866388.8386,441.3314285714286
11516113646306.709,1013326943714.951,439.68428571428575
9120300720177.047,802514325329.4784,440.5057142857143
16544217248333.21,1455760149282.0022,440.5614285714286
11236559694616.719,988728292044.4426,441.2871428571429
10928362316010.297,961609384995.2201,436.7771428571429
10255121353263.34,902369532317.9424,436.24142857142857
7355645347627.591,647238571159.9812,432.2914285714286
9530853315384.215,838639695997.3187,431.9742857142857
8342841114291.246,734103975660.1832,423.39714285714285
8088375277149.631,711712978208.4305,425.7757142857143
11926282807708.877,1049418491126.9606,431.2314285714286
10553658583545.9,928638452583.7006,430.5
12624432129892.154,1110850124461.9004,429.6285714285714
8786525607970.647,773144714236.9689,427.1671428571429
14845345933085.092,1306273033181.2312,433.72857142857146
13144414947104.71,1156604553041.9778,431.3328571428571
8777477747511.43,772348584192.0865,430.04285714285714
10202425606630.201,897732743003.8262,426.7185714285714
13163587744594.225,1158291642688.2622,434.70714285714286
13295760245219.242,1169921758158.6633,439.4
9037545095777.705,795232436972.7784,439.9871428571428
8875140899928.498,780942199001.2615,433.30285714285714
8019208424974.913,705626884876.3071,431.99142857142857
9691765056332.504,852798688274.6892,437.37
10229255460416.996,900093552713.7583,438.9442857142857
11207590917899.9,986179310672.1754,426.51142857142855
9952730350483.002,875761525477.0703,428.0657142857143
9456735626853.908,832117941614.1907,427.2128571428572
8499855598058.584,747919960178.693,428.9857142857143
8519876561052.911,749681626998.0482,422.75142857142856
5955077002327.372,523999625912.8335,422.6428571428572
9387751670616.797,826047843194.2615,413.5214285714285
8626776105194.776,759088001302.1831,419.6714285714286
7810893276627.795,687296757755.5468,423.6871428571429
6752751877162.021,594188670629.6156,424.3185714285714
5632687726553.465,495631862158.6939,424.3342857142857
5976733153184.635,525905140181.93335,425.47857142857146
6974899127690.389,613735885708.1892,429.2871428571429
7718441255271.792,679161702993.0284,432.26
7346004972114.6045,646390234794.0242,428.7814285714286
4749549192513.333,417922689126.23016,430.0857142857143
6651982535109.684,585321762318.9816,430.68428571428575
8256091633354.51,726470739981.7352,429.94714285714286
7234116461130.097,636544951454.6154,424.4685714285714
9221144502218.312,811387674084.8416,423.6171428571429
7737536576113.272,680841925155.3145,417.2142857142857
11514148829668.635,1013153898794.3347,407.34
8755812988937.164,770442215057.7744,408.0785714285714
6631963256009.124,583560231034.0145,403.7242857142857
9025545902752.982,794176552540.1217,414.89
7849043934171.325,690653735889.4006,410.32
8906474004626.893,783699183888.0807,398.98285714285714
10592510482253.02,932057080261.773,401.5914285714286
8859285114049.443,779546916024.9069,400.0285714285714
9575517166181.02,842569752243.2064,394.8042857142857
